,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
1810,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.02642090756722192,0.006184864269566283,0.9948092084378695,1.995021082847072,1.8850642490833756,2.964832658427038,1.1585191134062827,4.381518920330878,8.409062413551668,0.47251643875391736,-34.316584471055165,1810,1809
1811,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.1978406165130483,0.006646453898362995,5.013864135575363,10.003639238069885,3.077760117552258,3.983746312382566,4.420455651203322,8.49302316178923,16.215165922937366,-5.446548986810284,-30.4510511646024,1811,1810
1812,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.05304477739914115,0.03410088709306106,0.9923971553495986,2.0054255332637707,0.9688860374643714,1.0682583572508393,1.0632875851934709,1.233014313291176,1.0090331532038095,-20.644485724304875,6.267842679975502,1812,1811
1813,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.2510140354576764,0.005754097338994224,5.0104526107892084,9.993094775241678,1.9786566262115513,2.1363489916729583,3.9132634739747236,3.8135849928558905,3.4599986140775085,-20.443165954171143,10.363137006229003,1813,1812
1814,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.09574244677030269,0.011152213679315447,0.9960058998176199,2.0132516125183275,2.900945001799374,3.1007429233416564,0.7350206393632738,9.059914555239535,9.19034954976277,-21.796316937877016,-15.973482489980572,1814,1813
1815,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.010088622718209265,4.054476126229119e-05,4.99688282958858,9.988819575900308,0.8951161113986574,3.957185501876502,3.7817024845807587,0.8452568632139332,15.60994427810821,6.617880888074495,-21.602543998635348,1815,1814
1816,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.052892554939915896,0.0011072007595415896,0.9872963833604849,2.0167170721297465,1.8411938940026693,0.9618656383240591,0.7812814075467682,3.642138592058724,0.9859355330052222,-18.011016966575475,-64.22790287473543,1816,1815
1817,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.03675799743489697,0.0009660157517321002,5.011342150227015,10.00231462300218,2.965674683780783,2.0230722572535296,4.121974071119274,8.512527943078062,3.986588171724438,-29.330973610927618,-7.5931379814656434,1817,1816
1818,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.18888455786165245,0.02227881502089202,1.0011618611169404,1.9956709121679805,0.9945658847690735,2.946171443586708,1.373790805924793,1.531520823788216,8.470875782738688,-12.188078643827996,-41.97383515217832,1818,1817
1819,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.16975006495200226,0.037072085440547346,4.997661164116027,10.005653344270806,1.799819782123505,3.9622628274585727,3.7224671013758934,4.267897723237951,15.51514776258542,-4.503580122775538,-21.990442726333193,1819,1818
1820,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.02218032712258601,0.003098569230265321,0.9958929114695452,2.0039082972640783,3.0665288983110948,1.249818489836329,1.154336933112936,8.964615634837495,1.0341020868008686,8.815617701725689,-19.24401420787253,1820,1820
1821,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.03349584503688176,0.0248461785843853,4.997142947145791,10.001384203440985,1.1351951829821672,2.0461770758269884,3.7277223517258182,1.1611839766929786,3.713560764104429,-16.425341538407825,-27.810211075203455,1821,1820
1822,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.11473498777867759,0.0028520235945300567,1.0014010553508097,1.9773952593891404,2.121286301181259,2.9281594441135526,1.1113943606138972,4.283697569450843,7.301346475216642,-9.196651323844595,-41.633689184889256,1822,1822
1823,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.19597003080915754,0.0023445053716519447,4.995217698871302,10.000572517484864,3.0049440639137384,3.9181939760929145,3.625630395155159,8.250793667138035,16.445248937384154,-1.4542221456441649,-26.600371686022545,1823,1822
1824,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.05852798849054811,0.003865857761697503,0.9814965810256528,1.9941915425051253,1.0688763122646305,1.0378973870883328,1.3513281158232204,1.0977403405102584,0.853172929642487,-8.664827578779716,-15.031353738530026,1824,1824
1825,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.005555067833842093,0.006291706838111678,5.006516638451758,9.983292136354551,2.085625812897634,2.036836382805144,4.286523983436682,4.049394439295569,4.220803436298165,2.889702790873658,-44.24772807764253,1825,1825
1826,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.08893069228459699,0.00015944106201666017,0.9986750820630496,1.987727168879339,2.9014571165661978,3.097517915745482,0.7999376787673795,9.7480664681425,9.126594002257532,-4.561051282896753,24.131231175046544,1826,1826
1827,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.06419661736338632,0.01772943076791108,5.005968678715911,9.996191323059861,1.050844124867891,4.032024078547426,4.33151554849936,1.0612448893665525,16.973575167662116,-33.41562026584467,-11.936183448838744,1827,1827
1828,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.035790122967184985,0.026539038282319603,1.0100009475426404,2.001034791189701,1.890232219941085,1.0813779339556113,1.2912809079440397,4.112512190477398,0.9730210769897574,-20.11208299231182,-41.996476826318016,1828,1828
1829,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.07125133236758885,3.537967491517712e-05,5.0022737903701895,9.991119651494305,2.8624416726344792,2.187088584823604,4.080690730897326,9.1547157823088,3.8803555033307,14.331173589846145,0.5872348959126725,1829,1828
1830,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.07903466675735073,4.279887366260091e-05,1.0124438393710529,2.0030121654356163,0.8748180130112787,2.976910365247146,0.8784371826106185,0.9095321778589539,7.964748084997242,-10.637915031155211,-0.7773188385703875,1830,1830
1831,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.022282168245815206,0.01673085032259554,4.997372617550594,9.99819378343196,2.0364431912860197,4.09668699854711,3.541910737114134,3.6025567122590796,14.864843624115796,-7.332978526104782,5.7233663338409855,1831,1830
1832,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.17878739047735528,0.008870429517558615,0.999052795405933,2.0043884173620183,2.929342763079202,1.0387070748003853,0.9839323093660274,9.586550853414266,1.1767436763348842,-3.271294783890749,-16.095772204218918,1832,1832
1833,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.06980085940669298,0.006472230101233143,4.998738894712733,10.008899636057471,0.91923698848976,2.102363961105266,4.276226428743818,0.8151451804485663,2.6926007456479026,-3.242368342524129,-12.077928186172263,1833,1833
1834,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.1513142481661906,0.006811319006669343,1.0185252565521214,1.993587734430889,1.9227825409642365,3.0849151252240685,1.2592864292968722,3.374693876607788,8.792986075812802,-11.168031517571837,-29.30356029173217,1834,1834
1835,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.03155842531585325,0.022519042178819004,4.984081127902634,9.988208907705348,3.0444450184926173,4.041499017823559,3.4995949645768243,9.242973584192839,15.780496686164307,-0.999550491010428,8.485022889124537,1835,1835
1836,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.013374064453921775,0.0075446931131142965,0.9931922336200439,2.0001781655177537,0.9936239067007518,1.0739933414167862,0.846380850078915,1.0786938051899997,0.8745942870094843,-10.932325185105249,-15.403769390780816,1836,1836
1837,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.046049307301288464,0.005387026101454642,5.001726896106823,9.99576275441716,1.9488185574742578,1.8295773299695672,4.082531632029136,3.394841909378795,4.022016528573378,-16.438576803716124,-10.616110771272794,1837,1836
1838,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.0006650128813225969,0.011023092353581579,0.9977985750043845,1.9985650783855788,2.8282444586315414,2.9967767112711803,0.7278229361111787,9.361604395950064,8.612688033098364,-15.300693790408879,-48.45168176309056,1838,1838
1839,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.06118681914191448,0.0013683599488536662,5.017709412304744,9.989031460556568,1.0206567697292934,3.984013937182338,4.289541055237647,0.5452680171014737,16.27117359222103,-4.361230468174354,-46.95051999186914,1839,1839
1840,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.23068402673843616,0.0020109505621469263,1.0050102775768508,1.995103655369511,1.8524758216843056,1.1665294711195056,1.061469567779275,4.24505387603502,1.027998836459914,0.059803891569620404,-38.590583155060266,1840,1839
1841,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.012591898720045992,0.006117370451509114,5.013396342692599,10.004143635685345,2.9889930264639646,2.0716063207022057,4.097986679012451,9.190132701516811,3.802126127166852,-0.5578062019272441,-4.02613870918513,1841,1841
1842,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.03938216434083489,0.0031360778535318326,1.0032719735975346,1.9998551778131883,0.982418574715183,2.9516488862160832,0.8862553106311204,1.2998842694877573,8.527895939395515,1.2786652853841751,-5.030980150993161,1842,1841
1843,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.0016110307529441246,0.01199546052653121,4.989159335701885,9.991285595585275,1.921970011747766,4.201157722334003,4.656732143048955,4.199044459478149,18.287256488602015,-19.879604754705923,-3.215056852470216,1843,1843
1844,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.1185016383961734,1.2510826225449825e-05,1.0128533706612335,2.0023715147404384,2.9622506091208205,0.8522697424453887,0.6955295944202017,9.395506215642662,0.6929184802810993,1.158634092582055,-35.12265560612441,1844,1843
1845,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.14510890191858372,0.0032764922744975234,4.987040662365221,10.00655691135991,1.0353099813636322,2.040732785577371,3.7787928400872066,1.1725200632446642,3.8983611840831864,-15.37427182573757,-21.350369382679606,1845,1844
1846,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.13661799067458555,0.004568687237595756,0.9897225693454367,1.9994174093138029,2.09529740769494,2.929430971733046,1.0509792879189543,4.129684454292047,8.99483140377566,2.6837712063480197,-3.665728585412907,1846,1846
1847,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.03316900973217684,0.0003093337935779431,4.98509663402762,10.01918668086375,3.0280775856780613,3.9741483830647852,3.7229229075325185,9.561319747794062,15.067073301744394,-0.30566610877117917,-19.78401145797596,1847,1846
1848,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.08323536928390955,0.07773534055749505,0.9963516938073763,2.013726920001724,1.1466773786176496,0.9777280608600627,0.9197313315970227,0.7532037617352151,1.003572212952748,-12.540594074836942,-50.90621203513459,1848,1848
1849,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.048608401289638635,0.00038927166474051015,5.020859782708227,9.99479955334575,1.9359081887476113,2.056650481547302,4.014776412161203,3.792609435033142,3.980337506822141,-23.366411244636232,-28.441441678946987,1849,1849
1850,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.1377772089466037,0.004357420967851217,1.0013451927181858,1.991758282213353,3.1231880355548256,2.8049262726360733,0.9675978491393893,9.526458913793338,9.134623824260506,-16.95942613440732,-31.534969560548213,1850,1850
1851,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.08892364480768768,0.013112711729676194,4.980412589087755,9.998948608019063,1.1613063580557728,3.9683253114590546,3.3153093835171674,0.8791049118718383,15.629257108967435,-8.32446236377626,-22.55420686906405,1851,1850
1852,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.09455961316409382,0.0088734921333018,0.9892614768818836,2.0058825739717983,2.0777778483582976,0.9556010711160149,0.6055529261375006,3.7531045087499675,0.9170133731560309,-16.92798274448473,-16.665508866654715,1852,1852
1853,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.08140386970589439,0.00018181294248769577,4.994648788268368,9.996019488220586,2.933324542725741,2.00747552935213,3.7133000991859135,9.735692189144698,4.0727970215543925,-15.89430289884966,3.3100479982471285,1853,1853
1854,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.11777078981124495,0.004005503657468814,1.0009111576891836,2.011669428861317,1.0543127077221608,2.9462502611207038,1.1243085464763483,1.3889214700093238,8.033880261711852,-6.755882658505984,-18.649729154512926,1854,1854
1855,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.10767471186266837,0.000527022177001215,4.9934045415498876,9.977780677896996,1.9868386858914435,3.968673714218483,4.158322807249157,3.693517852303549,15.905516413114638,-7.62171763412682,-16.229248683082695,1855,1854
1856,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.07018285511276569,0.00233193023653799,0.9894382577338706,1.995632405290226,3.06196211324217,1.1118070745517044,0.7194298464990826,9.287184884240572,1.3758494000429724,-19.991714813068796,-8.318347202112227,1856,1855
1857,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.05539480623873586,9.83946832296146e-05,5.0132101550222385,10.002811270900628,1.0337197624368548,2.0524558170761757,3.438798842931489,0.9245259310057511,4.102528349450444,-3.167861255839717,-13.721468733477465,1857,1856
1858,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.005517636829553905,0.0014630372960462263,1.0093666675707913,1.9872284693015303,1.889310319047734,3.0335617392540524,0.7537819865122356,4.052894958733516,8.482980497785167,-35.84468836218643,-1.5130656058818417,1858,1858
1859,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.12016396895400257,7.787079234079891e-05,5.013411273144436,9.988855392249908,3.172326431893626,3.9778779826300785,4.237219026971934,8.718700973984186,15.530367508163902,-10.040527688830768,-1.7191154072023522,1859,1859
1860,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.037006286820466285,0.0007879032764851673,0.9964173552486923,2.0145240166620972,0.9005545587778683,1.2566311522331446,1.1626165821307706,0.8973686040674792,1.1235034748943846,-21.322981013265533,-8.020242737958402,1860,1859
1861,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.020303603211292,0.0005702272218060633,5.005561237914453,10.01791978786188,2.0902788716455047,2.121430744602376,3.8276654977635616,4.119086102295785,3.550253249759491,-12.847863276088653,-22.74772991172982,1861,1860
1862,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.08479404925526551,0.031858420223075015,0.9961845476317651,1.9984401492144066,3.0189083922895077,3.026600656728192,0.7278225098618154,8.68985528897834,8.932474277354592,-10.928063843003955,-21.023953166214174,1862,1861
1863,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.030945181514737755,0.0020999447721411478,5.008412115196492,10.003941412073877,0.863709245926493,4.187407868322979,3.429482300354402,0.7821174941490752,16.59663904977682,-13.479824894608868,-27.08772994950885,1863,1862
1864,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.0028626005532767654,0.001241467559763182,0.9942365262143448,2.0091644243556295,1.9039312741405698,0.9401237752606368,1.180439183212965,4.228464539047379,1.1828816556684227,-5.330730163818025,-8.497661379746928,1864,1863
1865,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.017421276706635788,0.00430822567089322,5.012937230939438,10.001521798675194,3.0401322062353753,1.9883227849743934,4.182108684555087,7.535413587651345,3.4366420796174775,-19.131148939098836,-15.188004170149803,1865,1865
1866,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.070044382363694,0.00020566830887487037,0.9981378414841777,1.9945025186723067,1.1319994730146905,3.2302183029705662,1.383118484762262,0.8535289501154918,9.639034122740224,1.602057089704342,-13.205683974265385,1866,1866
1867,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.10275622894568764,0.005290143040813422,5.009917236482357,10.007476012001112,1.9384584710952342,4.016948480980886,4.000642888042321,3.907310474970279,16.15547292293874,-3.517477832698873,-4.252644192427944,1867,1867
1868,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.038266202795823046,9.59535220598769e-06,1.0052033934836921,1.9834683433266267,3.0971646120087835,1.0160999344660258,1.031806971300147,9.009401629895306,0.8647960952362074,-25.889939405204025,-5.082285308866542,1868,1867
1869,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.29533254892456723,0.0035745559489399267,5.013042154627796,9.982264890197351,0.9997077778114881,1.9330928034166452,4.658753528848195,1.3906821332944164,4.937405060254287,-16.395071895469254,-29.56455366406321,1869,1869
1870,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.06611118418449849,0.012653230552608544,1.0017681307732482,1.9997797499070624,2.195429708187823,3.003077775069545,0.8276423658246251,3.8327013247541384,8.452444559760615,-6.801553350718789,-43.456317623698986,1870,1870
1871,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.09731883840882842,0.009784961450495495,4.988043886396256,10.000730498510501,2.979926116483833,3.9421794689665006,4.0314992841440365,8.645617528293869,14.78495339841404,-17.080417193911668,-30.536443547495022,1871,1871
1872,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.03591233399424513,0.0070907159226858175,1.0090151323163115,2.006080640451124,0.9557466503420338,1.2600009022689638,1.0575001388151086,1.042592629158632,0.8731780501554539,-2.914285207755608,-24.015929590675732,1872,1871
1873,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.06321138509881766,0.0014737812363754715,5.002267978700477,9.997973800993309,2.12913812760437,2.108202189238089,3.7138384004754768,4.222945243113591,4.402498522218832,0.10908448308449437,-13.08688994379959,1873,1872
1874,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.05664800193947222,0.004308784745507262,0.9916551800365241,1.999904899583876,3.0077468927367894,2.8559284201332855,1.2518966181334623,7.758760184966883,9.023809280164745,-20.10569262225814,-29.67264235378366,1874,1874
1875,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.15875105330613937,0.014038374162707434,5.008850760658667,10.017410306787998,1.0685568785499968,3.906731150300176,3.5144245772582194,0.9351201729628942,16.941952919366642,8.677346333053471,10.007207411689247,1875,1875
1876,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.1401086128544211,0.0004056258488313545,1.01776159074462,1.9952374155403139,1.9271435947180051,0.9081602170598324,0.897988529094028,4.337476606592115,1.068236311554007,-16.609517166390603,-31.517605303071907,1876,1875
1877,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.12792189857077416,0.001233487902681625,5.017534169219474,9.997966443258182,2.745799346527207,2.0469189331031177,3.5573530331400245,8.975709249579676,4.702757913695901,-6.019243300139595,-34.74256344456038,1877,1876
1878,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.14293397972274724,0.013678900219377775,1.0169581324266672,1.9887399454430386,0.9299426868309655,2.933681561155263,1.0100331264217037,0.9845163760900795,8.068803154629522,-5.462945007616743,-33.98505379721863,1878,1877
1879,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.016678425772887997,0.0012882599858161786,4.99999155948578,10.00881955529553,1.8288008806543516,4.014675388971182,4.249222234032612,3.7768415570922724,14.555865194915437,-2.406588585054763,-2.7933713321426943,1879,1879
1880,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.02738923871642079,0.0049139258509790324,0.9984379279828438,1.9868558952936632,3.1867318593094804,1.174904851550537,1.0722247843105852,9.711900270416201,1.187168953506271,-14.41813199973075,-16.27832932819644,1880,1879
1881,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.08542526573722216,0.0018083102231346384,4.993265688147878,10.002007972256148,1.0330234491292334,1.9018260674616272,4.016974492181742,1.023811912279683,4.180485885554878,-10.376265405285668,-30.45625307760625,1881,1881
1882,A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.04128940974911442,0.06194065970336337,1.0043670857093523,2.005205836287777,2.1155414088467066,2.940513021506633,1.3679209811179929,3.800435508558088,10.170928032029865,-11.1380247651421,-27.29056053780402,1882,1881
1883,B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.0500889513888994,0.007419090658195037,5.0040179827898825,9.99596288746878,2.941300702162871,4.035318328677029,4.606005882410296,9.11356751017029,16.635343357621128,2.1544418329502406,-8.863297664703158,1883,1882
1884,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.045379971841145256,0.0625638924323308,0.9983836444741531,2.0097600067707333,0.8864020565376763,0.8656781823619644,1.127608712635088,1.0095261020755746,0.8929455483305871,-20.914763470487216,-27.317316130672793,1884,1884
1885,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.015537065968688594,0.0043944913556088665,4.98999535098237,10.006134913933495,2.1738374319866187,2.0319368932954194,4.422850824957772,3.806763531674162,4.158877624296942,2.7214600465245535,-43.7068146631115,1885,1884
1886,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.0757590721057746,0.0001690345615910563,0.9910113470780154,2.000900052866357,2.922141588908482,3.1731533709604784,1.516570977084297,9.629766504047911,8.72287809201989,-20.99710055710985,-16.11293678454956,1886,1886
