Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.020303603,0.000570227,5.005561238,10.01791979,2.090278872,2.121430745,3.827665498,4.119086102,3.55025325,-12.84786328,-22.74772991,1861,1860
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.084794049,0.03185842,0.996184548,1.998440149,3.018908392,3.026600657,0.72782251,8.689855289,8.932474277,-10.92806384,-21.02395317,1862,1861
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.030945182,0.002099945,5.008412115,10.00394141,0.863709246,4.187407868,3.4294823,0.782117494,16.59663905,-13.47982489,-27.08772995,1863,1862
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.002862601,0.001241468,0.994236526,2.009164424,1.903931274,0.940123775,1.180439183,4.228464539,1.182881656,-5.330730164,-8.49766138,1864,1863
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.017421277,0.004308226,5.012937231,10.0015218,3.040132206,1.988322785,4.182108685,7.535413588,3.43664208,-19.13114894,-15.18800417,1865,1865
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.070044382,0.000205668,0.998137841,1.994502519,1.131999473,3.230218303,1.383118485,0.85352895,9.639034123,1.60205709,-13.20568397,1866,1866
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.102756229,0.005290143,5.009917236,10.00747601,1.938458471,4.016948481,4.000642888,3.907310475,16.15547292,-3.517477833,-4.252644192,1867,1867
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.038266203,9.60E-06,1.005203393,1.983468343,3.097164612,1.016099934,1.031806971,9.00940163,0.864796095,-25.88993941,-5.082285309,1868,1867
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.295332549,0.003574556,5.013042155,9.98226489,0.999707778,1.933092803,4.658753529,1.390682133,4.93740506,-16.3950719,-29.56455366,1869,1869
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.066111184,0.012653231,1.001768131,1.99977975,2.195429708,3.003077775,0.827642366,3.832701325,8.45244456,-6.801553351,-43.45631762,1870,1870
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.097318838,0.009784961,4.988043886,10.0007305,2.979926116,3.942179469,4.031499284,8.645617528,14.7849534,-17.08041719,-30.53644355,1871,1871
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.035912334,0.007090716,1.009015132,2.00608064,0.95574665,1.260000902,1.057500139,1.042592629,0.87317805,-2.914285208,-24.01592959,1872,1871
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.063211385,0.001473781,5.002267979,9.997973801,2.129138128,2.108202189,3.7138384,4.222945243,4.402498522,0.109084483,-13.08688994,1873,1872
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.056648002,0.004308785,0.99165518,1.9999049,3.007746893,2.85592842,1.251896618,7.758760185,9.02380928,-20.10569262,-29.67264235,1874,1874
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.158751053,0.014038374,5.008850761,10.01741031,1.068556879,3.90673115,3.514424577,0.935120173,16.94195292,8.677346333,10.00720741,1875,1875
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.140108613,0.000405626,1.017761591,1.995237416,1.927143595,0.908160217,0.897988529,4.337476607,1.068236312,-16.60951717,-31.5176053,1876,1875
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.127921899,0.001233488,5.017534169,9.997966443,2.745799347,2.046918933,3.557353033,8.97570925,4.702757914,-6.0192433,-34.74256344,1877,1876
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.14293398,0.0136789,1.016958132,1.988739945,0.929942687,2.933681561,1.010033126,0.984516376,8.068803155,-5.462945008,-33.9850538,1878,1877
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.016678426,0.00128826,4.999991559,10.00881956,1.828800881,4.014675389,4.249222234,3.776841557,14.55586519,-2.406588585,-2.793371332,1879,1879
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.027389239,0.004913926,0.998437928,1.986855895,3.186731859,1.174904852,1.072224784,9.71190027,1.187168954,-14.418132,-16.27832933,1880,1879
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.085425266,0.00180831,4.993265688,10.00200797,1.033023449,1.901826067,4.016974492,1.023811912,4.180485886,-10.37626541,-30.45625308,1881,1881
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.04128941,0.06194066,1.004367086,2.005205836,2.115541409,2.940513022,1.367920981,3.800435509,10.17092803,-11.13802477,-27.29056054,1882,1881
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.050088951,0.007419091,5.004017983,9.995962887,2.941300702,4.035318329,4.606005882,9.11356751,16.63534336,2.154441833,-8.863297665,1883,1882
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.045379972,0.062563892,0.998383644,2.009760007,0.886402057,0.865678182,1.127608713,1.009526102,0.892945548,-20.91476347,-27.31731613,1884,1884
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.015537066,0.004394491,4.989995351,10.00613491,2.173837432,2.031936893,4.422850825,3.806763532,4.158877624,2.721460047,-43.70681466,1885,1884
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.075759072,0.000169035,0.991011347,2.000900053,2.922141589,3.173153371,1.516570977,9.629766504,8.722878092,-20.99710056,-16.11293678,1886,1886
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.081795049,0.008636883,4.999006944,10.00338004,1.1212192,4.109648135,3.387913408,1.050285504,15.14409544,-9.375634942,-34.76900169,1887,1887
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.0663455,0.007014025,0.999475655,2.015720265,2.150093145,1.056305944,0.828869677,4.153973276,0.959738089,8.40686171,-38.05811441,1888,1887
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.122273852,0.001136035,4.994568182,10.00213281,2.973689636,2.021867184,3.979404527,8.645224028,4.240006719,-1.972061498,23.91943851,1889,1888
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.168979594,2.06E-05,1.01027723,2.002238236,1.094970885,3.011310582,0.883845688,1.059472604,9.64930866,-11.86089616,-15.97000485,1890,1889
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.088304303,0.034770936,4.999621347,9.987385248,1.975296766,3.851321561,4.826884888,4.660391325,16.53464218,-8.752035682,4.874230943,1891,1890
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.024022958,0.000887986,0.993326162,1.997115526,3.004861214,1.015381032,0.992829877,9.658203107,1.063260686,3.457434606,-34.43638963,1892,1892
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.054286416,0.003586482,4.98415033,9.993276595,0.938897054,1.985800055,3.81555053,1.08589556,4.11988082,-4.23932864,-21.72219159,1893,1893
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.177123628,0.002277368,1.017976766,2.009279575,2.058110062,3.06777723,1.167250555,4.015221734,9.008880836,-13.61105761,-3.468706719,1894,1894
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.123317605,0.061015544,5.000023599,9.995222418,3.198677705,3.949368384,3.540906235,8.801071563,16.39419423,22.68673377,-2.170958269,1895,1895
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.034272736,0.003319684,0.9970674,2.022101442,0.916315446,0.929780573,1.057452208,0.901757856,1.000339739,3.201120206,-23.37291387,1896,1895
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.179997407,0.019453583,4.988183013,9.999692056,2.17280294,2.051643916,4.073563381,3.490157966,4.15097369,-13.95076148,-48.91176268,1897,1896
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.01595577,0.039876121,0.989398873,1.995468252,3.098458877,3.056251291,1.010797873,8.795094892,9.749181022,-5.770127317,-1.21168326,1898,1898
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.030881966,0.027262543,4.995320048,9.982428076,0.764206667,4.109535496,3.919324366,1.268020152,15.38440285,-4.940220507,1.50127761,1899,1898
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.000819027,0.010905096,0.991444239,2.003156901,2.146307752,0.985201048,0.867431057,4.441877675,1.19564816,-10.9496381,-36.42554646,1900,1900
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.131602427,0.01812065,5.000096634,10.00468917,2.893910397,1.985171205,3.986402629,9.333054157,3.902003736,-5.511202456,-27.11102375,1901,1900
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.008384903,0.049010906,0.983750705,2.010845164,1.009317629,3.036141704,0.879559103,1.073429548,9.528959337,-10.22781746,-24.20325196,1902,1902
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.052700294,0.000163436,4.987918472,9.991055522,1.929017503,3.998296501,3.953985636,4.35765506,15.48930025,-4.580899044,-44.30988405,1903,1903
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.042575095,0.005950042,1.021760305,2.001916658,3.058240216,1.042286581,0.995736962,10.41701649,0.736694167,-8.482409696,13.99236449,1904,1903
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.059760757,0.000599611,4.992295193,10.00091858,0.977175035,1.940489712,4.489040528,1.371102994,3.420793832,-21.62789801,6.496473538,1905,1904
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.060558526,0.000818456,1.00126918,1.98425978,2.034055927,2.876654088,1.378877268,4.115933015,8.335745587,-18.58445346,17.96698807,1906,1906
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.148848126,0.0031145,5.015014896,10.0013384,2.921658772,3.93907371,4.379899521,9.263259759,15.81112123,-24.84898855,-8.570858319,1907,1906
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.014194142,0.005040489,1.013675709,1.983686422,0.98736248,0.88667979,1.05209703,0.768167257,0.838553726,-16.81121727,-22.06843185,1908,1907
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.085451424,0.010294114,5.004240293,9.978719783,1.969451032,2.100509315,4.079691296,4.030529823,3.692212912,4.01995301,24.54400491,1909,1909
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.013138987,0.000301739,1.012690544,2.008631208,3.082307682,2.951043858,1.031233184,8.115305244,8.977374676,-13.92468184,7.578977506,1910,1909
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.084147254,0.06237174,4.992606045,9.987856593,0.965561866,3.85301991,4.303324556,1.029163386,15.53176557,-12.8895783,-25.61309494,1911,1911
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.132635878,0.001760826,0.988224574,1.998596871,1.868866969,1.057151956,1.169828888,4.224424236,0.942008787,-3.928908927,-9.722344956,1912,1911
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.106315835,0.000369224,5.007784855,9.980298253,3.008791311,2.040353811,4.373124208,8.977875761,4.433587144,-10.68438917,-18.55712365,1913,1912
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.038963462,0.01112331,0.985506607,1.997091355,0.862676339,2.899587881,0.720807775,0.856673485,9.048631103,-27.02530805,-39.87880319,1914,1913
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.018441269,0.019184022,5.000329942,9.990696626,2.122837438,4.056916774,3.459831346,4.556173506,15.81993798,-24.88819093,-53.99735174,1915,1915
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.058194474,0.000730691,1.005926245,2.011696327,3.044087139,0.985644348,0.96987756,10.92798844,1.31684278,-5.321859503,54.69491916,1916,1916
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.080336835,0.016854029,4.986099719,10.00015184,0.86096518,1.836996278,4.156598232,0.81379801,3.960886283,-2.583043937,-29.19196185,1917,1916
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.028868128,0.004410319,0.98304016,1.99520033,2.097347307,3.062066743,0.765404643,3.765736369,8.999899302,-7.630080449,6.253478321,1918,1918
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.102185873,0.021860525,5.000475796,9.992831849,3.236653489,4.002812233,3.799242792,8.793984011,14.68255717,-17.19543981,-11.88401339,1919,1919
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.054704591,0.00033183,1.003575791,2.004419033,1.074576863,0.892587155,0.877083783,1.040884407,1.036390736,0.117187908,-14.22545544,1920,1919
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.03589537,0.10048691,4.994795054,9.978306919,2.036633344,2.035535088,3.578767308,3.601517944,4.507450922,-2.575860352,14.70654587,1921,1921
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.068832879,0.004177692,0.997275028,2.001698424,3.006971768,3.009345877,0.932718719,8.713699413,8.149315425,-24.54962714,-42.80414281,1922,1921
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.112255274,0.006850933,4.993287504,9.986687842,0.987920684,3.937970589,3.761391583,0.751676884,16.09885828,-19.95876664,17.99583112,1923,1922
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.064934832,0.001256095,1.00685187,2.000057774,2.064003037,1.088159565,1.228314355,3.483933544,1.128840394,-19.45993072,-14.02524129,1924,1923
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.066678207,0.004485495,4.997585004,9.993557415,3.097338065,1.888742614,3.88287384,7.78376445,3.871311693,-14.19062901,-15.07873501,1925,1925
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.103136308,0.021887098,0.989468112,1.993698983,0.965266081,2.808623265,1.259044861,0.767402333,10.10617606,-20.04583562,-44.15023541,1926,1925
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.153809508,0.024347623,5.004800439,9.984809531,1.96998001,4.024674249,3.63582291,4.164195592,18.29261745,-17.75035029,-38.50131156,1927,1926
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.064319403,0.001254299,0.99927108,1.995239692,3.008999581,1.037906427,0.869055438,9.682125943,0.992837688,-9.826967062,-28.82337078,1928,1928
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.107897107,7.03E-06,4.987703948,9.994628016,1.039935724,1.917206169,4.06974292,1.394665092,4.287581593,-8.109980752,-25.91929658,1929,1928
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.065581435,0.005777518,0.986963426,2.005710141,1.938917901,3.261899916,1.222810844,3.715039948,9.321696488,1.734335478,-39.94494934,1930,1929
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.129903636,6.09E-05,5.001650266,10.00400422,2.892352631,3.964211366,4.192324119,8.944558971,15.50195693,2.625252355,-9.055713877,1931,1931
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.071312661,0.000749371,1.007674666,1.999168998,0.953233423,1.015616305,0.537365655,1.200055514,0.965667605,-12.07582905,-46.52409062,1932,1931
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.221049297,0.000260014,4.996739523,10.00636865,2.068135675,1.891081947,4.434668565,3.563217475,3.148739083,-17.41598546,4.009429764,1933,1933
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.031575028,0.017074082,1.005485118,2.005420791,2.968910807,2.943924046,1.155724666,10.29960076,8.400732961,-13.92949821,-33.54624563,1934,1934
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.002327248,0.010603876,4.986638993,9.999660057,0.973717766,4.09213099,4.018954372,0.934634559,14.57247706,-14.72113226,-59.19362831,1935,1934
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.079758334,0.009192226,1.003398955,2.007150219,1.952803227,1.031770353,0.696982569,3.726102119,0.736182575,-9.790084926,6.663045078,1936,1936
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.073135667,0.003006234,5.007267839,9.982172063,2.943732859,2.016947372,3.588332557,8.083864954,3.575381459,-16.56756962,-5.403482097,1937,1937
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.012525999,5.81E-05,1.003801686,1.996819566,1.054953252,2.931478861,0.99404553,0.68242001,8.546903718,6.118591567,-21.7829357,1938,1937
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.05549463,0.004064434,4.995870458,10.00030705,2.080038742,3.974029137,4.76644067,3.960781802,17.07397486,8.508658692,-5.287575397,1939,1938
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.213212038,0.016334499,0.998193191,1.998149272,3.135169099,0.845198536,0.792294588,7.851097202,0.857276995,-10.28155157,-11.16561082,1940,1940
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.168835375,0.021430627,4.994478839,10.01681773,1.024175488,2.090729602,4.114187196,1.184003523,3.903796961,-20.44273303,-54.45660505,1941,1940
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.062119023,0.01547928,1.013616164,1.997422677,1.953798224,2.928989276,0.740564888,3.46040106,8.160155325,-20.46630097,-31.95190375,1942,1942
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.097772553,0.0012151,5.016733211,10.01109284,3.10091669,3.81652896,4.34893868,9.369675727,15.09346046,6.620113422,-33.96687166,1943,1943
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.059739556,2.70E-05,1.006191189,1.984174273,0.885334865,0.957097533,1.388395149,1.008013656,0.720557345,-36.64546775,-28.50692662,1944,1944
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.135401569,0.00266437,5.006249193,9.995378092,1.951735854,2.091596198,4.409473107,4.463676475,3.592647203,6.784695734,-19.67944744,1945,1944
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.149033723,0.013705627,1.015730991,1.982547544,2.9369715,3.031673905,0.918537448,8.863578694,9.755908528,-0.966378259,-29.55650794,1946,1945
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.067596252,0.011131367,4.992447186,9.989226728,1.12844431,3.890000662,3.893069607,1.207797228,14.47326795,-4.771890642,-22.93879011,1947,1946
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.144618516,0.003925344,0.998197377,2.005536493,1.894284255,1.045491615,0.991258273,3.815876114,0.822255328,-11.98159654,39.42545933,1948,1947
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.172966911,0.000281376,4.979894124,9.999415257,2.78593818,2.041045152,3.836196214,8.891371223,4.602998321,-7.103752778,-20.23779687,1949,1948
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.058416697,0.007587572,0.98347008,1.998390278,0.914189321,2.894888279,1.105480924,0.837785065,8.942649623,-4.877395304,1.66686438,1950,1949
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.078440944,0.024149631,4.994584181,10.00160062,1.948209537,3.898849858,4.075847085,3.333093887,15.43582206,-19.17982362,-6.7506741,1951,1951
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.091150038,0.005270966,0.997760808,2.015228226,2.978031762,0.984964577,0.876914003,8.265345095,1.130804254,-17.99736164,-12.56838399,1952,1952
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.017441615,0.001391136,5.003716568,10.01449579,1.058935196,2.072393412,3.539272209,0.790948997,4.504386907,-4.222318083,-49.80659637,1953,1952
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.080217758,0.009313778,1.007240319,1.997609456,1.928580502,3.095964993,1.099307007,4.015166519,8.173578648,1.351804905,32.40902631,1954,1953
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.014535997,0.002022775,4.989094414,10.00863567,2.86738426,4.067214305,3.45415654,8.641434387,14.52610952,-8.402878784,-45.91660652,1955,1954
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.047333678,0.000613909,1.00323432,1.99420489,0.994159397,0.910205428,0.531981533,0.962068343,1.450796584,-11.75144861,-11.38169718,1956,1955
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.097823612,0.008151693,4.998265391,9.981517077,1.972193111,1.991767843,4.447895387,4.117060937,4.02674334,-21.44191108,-22.00334989,1957,1956
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.093957836,0.011890747,1.003568037,1.987174803,2.948122135,2.981011674,0.875489781,9.653361271,8.808718872,-11.51855306,-31.55920831,1958,1958
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.060647394,0.003152015,5.004645876,9.983584297,0.931011325,3.981761599,4.837883055,1.070940955,16.04027375,-2.379449153,-30.18235122,1959,1958
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.068151563,0.035927798,1.002077975,1.994718537,1.998619845,0.961876535,0.676649088,3.221831762,0.873396328,-3.548963025,-29.82940313,1960,1959
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.070117494,0.000440353,5.004284368,9.989303706,2.95013921,1.866934235,3.691407897,10.27212831,3.944612429,6.826961446,-25.13628473,1961,1960
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.067207757,0.031198646,0.997226708,2.004399635,1.045829354,3.008389883,0.689735822,1.145358246,8.978316517,-11.81131052,-16.75463258,1962,1961
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.336562308,0.002706239,4.990669024,10.00528675,2.076320041,4.002324666,4.13855412,4.462149574,15.936932,-26.32310157,-10.73924754,1963,1962
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.015272318,0.00060334,1.008950952,1.992205863,3.032523894,0.963377025,1.176750154,8.672547019,1.052204651,-14.45581149,-65.04761187,1964,1964
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.16321675,1.22E-07,4.991749035,10.00098598,0.970203001,1.979172244,4.186051324,0.903614368,4.07931501,-8.117931166,-20.44588008,1965,1964
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.294907813,2.29E-05,0.99351032,2.014002238,2.058066032,3.05275355,0.603287582,4.004459572,8.967286061,-23.9620316,-9.720912403,1966,1966
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.10741424,0.004437252,4.991520095,10.00022364,3.048195019,3.823016526,3.908837724,8.753632343,15.65670773,7.042987895,-30.60807498,1967,1967
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.059470199,0.00850652,0.984850509,2.003645626,0.955135847,1.000574626,0.803665415,1.001942348,1.123402539,-12.12235305,-26.73454448,1968,1968
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.042918189,0.003480189,4.984045474,9.985011447,1.944956454,1.911317694,3.979943145,3.292158358,3.847855744,-21.20122692,-29.60373514,1969,1968
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.149482226,0.006183637,1.010337425,2.005007428,3.047189218,2.737215731,0.707886538,9.719567616,8.542103769,-10.85922149,11.58523414,1970,1969
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.130765768,9.89E-05,5.001767029,10.00535136,0.90699023,3.864585377,4.033848847,1.229087249,14.55520594,-2.20335078,-26.4570062,1971,1970
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.068724026,0.014103905,0.99974717,1.992860763,2.12982865,1.021494242,1.262495256,4.375417186,0.929287345,-9.293889221,-26.91738871,1972,1971
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.072534099,2.77E-05,4.989835126,9.998879369,2.880611877,1.97765887,4.158506076,8.217893483,4.519910393,-17.97156943,0.207837348,1973,1972
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.183502271,0.027827362,1.030530854,1.982947783,0.977595455,3.049795395,0.932731492,1.359628752,10.04176154,-11.68013307,-25.84413544,1974,1973
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.045739536,0.007615334,5.012389804,10.00999506,2.029600549,4.002241262,3.757986096,4.248850097,16.60436515,-10.24208869,-13.52072333,1975,1974
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.112086194,0.003787713,0.994103627,2.017593348,3.085678262,0.868463143,1.088723481,9.07633616,0.570655379,-6.632224502,-32.09685994,1976,1975
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.100977817,0.004583255,4.997450078,10.00106756,0.837943775,2.039282386,3.864350713,0.878567386,3.837653057,-11.94135464,-35.35348073,1977,1977
